,Tweet,Polarity
17549,true plenty middle eastern countries kill people christians,0
17550,sending caution notice world leaders zoo called nigeria disintegration,1
17551,please excellency allow janjaweed northern part zoological republic nigeria export infected almajiris nafter buhari amp abba kayri dead gone,1
17552,fill mind wit ideas,0
17553,bases made findings publish media houses zoo called nigeria evil keep collecting bribe sideline truth ask cabals aso rock provide jubril imp,1
17554,two dead three injured auto crash along ogbomoso ilorin news,0
17555,president donald j trump please help brother boris john fall hands bill gates help zoo nigeria gate bill vaccination,0
17556,rather feed vulnerable almajiri kids instead chasing shadows,0
17557,ipob celebrate may th biafrans home amp abroad,0
17558,almajiri school second best idea first appointment,0
17559,ipob dismisses peace accord forum says faceless group,0
17560,ipob needs front call political front diplomatic front diplomatic front needs adapt think beyond currently available needs reason outside current box peace,0
17561,best photo seen today trying talk tribe honestly speaking dislike system christ sake someone would breed child become beggar name sharia xbf xbf xbf,0
17562,breaking femi adesina asked resign details via god bless mnk nd ipob families world c e wide,0
17563,distinction true false appears become increasingly blurred pollution language arne tiselius,0
17564,nigeria many feared dead injured missing anambra communities clash,0
17565,gej wanted send almajiris school keep bad vices northern leaders said sanusi championed almajiri training amp women education got boot back almajiri discussion,0
17566,aboki yerima shettima u boasts war nstart war british fought former nigeria civil war come time doomed nbiafra long live mnk long live ipob long live biafra,2
17567,previous group name cchristians google old unhinged thinks trump nd coming climate change soros conspiracy earth pancake guess clowns stupid racist,0
17568,nigeria judge annulled june election dead,0
17569,kempton park ipob south africa still loading biafra hope,0
17570,hunting almajiri almajiri gave block votes hunted like wild animal allah longer represent custom tradition threat must neutralized almajiri,0
17571,ipob replies paf insisted nnamdi kanu dead buried,0
17572,soon wont ave anymore lies tell maybe announce u member ipob try confirm fact u comment dis warey women tweet,0
17573,haha mad people everywhere zoo nigeria nblack man loves oppressors saviour,1
17574,best thing hindus kill others muslims amp christians name gods billion exterminated across continents years desert cults,0
17575,one ipob goat spotted,0
17576,man stop lying million people failed state called zoo nigeria got leaving president administration lies gangsters,1
17577,need biafra people stop suffering zoo call nigeria nothing good wi,1
17578,trying compare wike style buhari style fake deep people twitter lmao buhari even left house since,0
17579,really ion think ask many igbo state supporting biafra igbo discriminate anambra ipob see enugu amp ebonyi one em somany,0
17580,attack aisha buhari hate speech group tackle ipob,0
17581,knw knw say wole soyinka hold political post ooo whole mko ipob master cannot say wh,0
17582,attack aisha buhari hate speech group tackle ipob,0
17583,south east governors lean gov el rufai sack northern made virus called almajiri virus alvid,0
17584,confused set people country biafraud nthey know belong,0
17585,someone said tale two regions say barter banter nwhat say,0
17586,u saying ran left ppl dead u consider situation lead leaving nigeria brought war intelligent game mind little image left nigeria,0
17587,almajiri boys victims circumstances ndon blame blame myopic parents incompetent system tolerated nhelp almajiri get better life,0
17588,jubril nowhere hide truth cabals trouble ipob,0
17589,sir sure ipob spread fake information speak hausa language sure u spread news,0
17590,ipob dismisses peace accord forum says faceless group nnamdi kanu leader indigenous people biafra ipob indigenous people biafra ipob friday dismissed peac,0
17591,arne xba,0
17592,sick cchristians claiming name shut realize hypocritical piece racist human trash christians hate another person color,0
17593,may close company owned locations unable calibrate operating occupancy costs said ruth hospitality cfo arne haak looks start opening dining rooms,0
17594,reaction thursday night national coordinator ambrose omorodion paf mocked pronouncement declared cnnamdi kanu dead buried ipob knows grave,0
17595,nigeria dead kanu fulanizooria finished,1
17596,timing rapture relatively minor many christians right north korea china vietnam pakistan persecuted imprisoned martyred faith need hear stupid hairbrain,0
17597,situation kano state nbecause neighboring state claiming almajiri returnee testing positive,0
17598,ipob dismisses peace accord forum says faceless group,0
17599,orji uzor must thank able leader mazi nnamdi kanu pressure making nizooria jail prison nwelcome ipob orji uzor must swear ooo,0
17600,sis earned follow nthis almajiri advocate nuseless blind argument ntheir northern governors rejecting sef noversabi,0
17601,arne making lots sense ncan wait last us part ii,0
17602,waiting loan approval ipob community bank,0
17603,revenge nu beleive ipob liars false propaganda,0
17604,start seeing dead bodies streets never take crisis serious brazil situation mighty child play coming nigeria god forbid,0
17605,ipob dismisses peace accord forum says faceless group,0
17606,attack aisha buhari hate speech group tackle ipob,0
17607,ipob dismisses peace accord forum says faceless group,0
17608,abba kyari dead many changes made behind scene nigeria finished,0
17609,ipob dismisses peace accord forum says faceless group,0
17610,ipob dismisses peace accord forum says faceless group,0
17611,got christians defending rights private citizens kill black people want believe god,0
17612,ipob dismisses peace accord forum says faceless group nread,0
17613,ipob dismisses peace accord forum says faceless group,0
17614,mrs zoo mumu focus collapsing yeye nigeria zoo mazi nnamdi kanu one sending foolani terrorist herdsmen grazing cows mama pubic hair,1
17615,mr zoo mumu focus collapsing yeye nigeria zoo mazi nnamdi kanu one sending foolani terrorist herdsmen grazing cows mama pubic hair,1
17616,kanu ground south east may th ipob sit home,0
